customer_id,segment_name,recency_days,frequency_180d,monetary_180d,R,F,M,RFM_sum,return_rate_180d,negative_ticket_rate_90d,ticket_count_90d,category_diversity_180d,campaign_clicks_30d,sessions_30d,loyalty_tier,last_campaign_received,manual_priority_bucket
CUST01194,Loyal Customers,85,2,1089.0,3,4,3,10,0.5,1.0,1,2,1,2,,bundle_discount,high
CUST01195,Dormant,94,1,542.27,2,2,2,6,1.0,0.0,0,1,0,4,Silver,none,high
CUST01196,At-Risk High-Value,111,2,2239.79,2,4,5,11,0.5,0.0,0,2,1,9,,welcome_offer,high
CUST01197,Loyal Customers,77,2,406.22,3,4,2,9,0.0,0.0,0,1,3,3,,bundle_discount,high
CUST01198,Discount-Dependent,31,1,592.73,4,2,2,8,0.0,0.0,1,1,0,5,Silver,bundle_discount,medium
CUST01199,Dormant,359,0,0.0,1,1,1,3,0.0,0.0,0,0,0,1,Silver,new_launch,high
CUST01200,Need Attention,58,1,524.27,3,2,2,7,0.0,0.0,0,1,1,5,Platinum,none,medium
CUST01201,At-Risk High-Value,158,1,842.85,1,2,3,6,0.0,0.0,0,1,0,7,Platinum,new_launch,high
CUST01202,Dormant,132,1,650.67,2,2,2,6,0.0,0.0,0,1,3,10,,free_shipping,high
CUST01203,Discount-Dependent,60,1,149.0,3,2,1,6,0.0,0.0,0,1,0,4,,none,medium
CUST01204,Discount-Dependent,81,1,493.88,3,2,2,7,0.0,0.0,0,1,0,0,Gold,free_shipping,high
CUST01205,Dormant,262,0,0.0,1,1,1,3,0.0,0.0,0,0,0,1,,welcome_offer,high
CUST01206,Need Attention,73,1,819.46,3,2,3,8,0.0,0.0,0,1,0,10,,bundle_discount,medium
CUST01207,Dormant,110,1,350.93,2,2,1,5,0.0,0.0,0,1,0,0,,new_launch,high
CUST01208,At-Risk High-Value,95,2,834.32,2,4,3,9,0.0,0.0,0,2,2,1,Silver,welcome_offer,high
CUST01209,Loyal Customers,14,2,674.55,5,4,2,11,0.0,0.0,0,2,1,5,,none,low
CUST01210,Dormant,266,0,0.0,1,1,1,3,0.0,0.0,0,0,1,0,Silver,new_launch,high
CUST01211,Champions,5,3,2452.85,5,5,5,15,0.333,0.0,2,3,1,8,Platinum,bundle_discount,medium
CUST01212,Champions,20,2,2285.58,5,4,5,14,0.0,0.0,0,2,1,0,,new_launch,low
CUST01213,Dormant,163,1,492.41,1,2,2,5,0.0,0.0,0,1,1,3,Silver,free_shipping,high
CUST01214,At-Risk High-Value,124,1,1069.42,2,2,3,7,0.0,0.0,0,1,0,2,Silver,free_shipping,high
CUST01215,Loyal Customers,80,2,1232.11,3,4,4,11,0.0,0.0,0,1,2,0,,bundle_discount,high
CUST01216,At-Risk High-Value,107,1,1022.33,2,2,3,7,0.0,0.0,0,1,2,10,Silver,bundle_discount,high
CUST01217,Dormant,163,1,630.07,1,2,2,5,0.0,0.0,0,1,0,6,,bundle_discount,high
CUST01218,Need Attention,0,1,738.52,5,2,3,10,0.0,0.0,0,1,0,6,Silver,welcome_offer,low
CUST01219,At-Risk High-Value,86,2,832.04,2,4,3,9,0.0,1.0,1,1,0,5,,free_shipping,high
CUST01220,At-Risk High-Value,98,1,1095.74,2,2,3,7,0.0,0.0,0,1,0,1,,new_launch,high
CUST01221,Discount-Dependent,13,1,405.2,5,2,2,9,0.0,0.0,0,1,0,6,,bundle_discount,low
CUST01222,Need Attention,18,1,1199.39,5,2,4,11,0.0,0.0,0,1,1,0,Silver,none,high
CUST01223,At-Risk High-Value,118,3,1444.4,2,5,4,11,0.0,0.0,0,3,0,1,Gold,free_shipping,high
CUST01224,Discount-Dependent,33,1,1005.1,4,2,3,9,0.0,0.0,0,1,2,7,,new_launch,low
CUST01225,Dormant,97,1,620.28,2,2,2,6,0.0,1.0,1,1,0,3,,new_launch,high
CUST01226,High-Value but Unhappy,37,3,1546.94,4,5,4,13,0.667,1.0,1,3,0,6,Silver,none,medium
CUST01227,High-Value but Unhappy,43,3,1385.66,4,5,4,13,0.333,1.0,1,3,0,8,Silver,none,medium
CUST01228,Dormant,212,0,0.0,1,1,1,3,0.0,0.0,0,0,0,1,Silver,free_shipping,high
CUST01229,Dormant,147,1,484.49,2,2,2,6,0.0,0.0,0,1,0,5,,none,high
CUST01230,Dormant,112,1,370.67,2,2,1,5,0.0,0.0,0,1,0,2,,bundle_discount,high
CUST01231,Dormant,226,0,0.0,1,1,1,3,0.0,0.0,0,0,0,0,,free_shipping,high
CUST01232,Dormant,183,0,0.0,1,1,1,3,0.0,0.0,0,0,0,8,,free_shipping,high
CUST01233,Need Attention,64,1,551.18,3,2,2,7,0.0,0.0,0,1,0,8,,free_shipping,medium
CUST01234,At-Risk High-Value,115,2,1809.4,2,4,4,10,0.0,0.0,0,2,1,3,,free_shipping,high
CUST01235,Dormant,161,1,522.53,1,2,2,5,0.0,0.0,0,1,1,3,,new_launch,high
CUST01236,Loyal Customers,6,3,971.97,5,5,3,13,0.0,0.0,0,3,0,8,Gold,bundle_discount,low
CUST01237,At-Risk High-Value,103,2,1243.5,2,4,4,10,0.0,0.0,0,2,0,1,,new_launch,high
CUST01238,High-Value but Unhappy,68,3,3438.43,3,5,5,13,0.0,1.0,1,3,1,1,,new_launch,medium
CUST01239,Dormant,193,0,0.0,1,1,1,3,0.0,0.0,0,0,0,7,Silver,bundle_discount,high
CUST01240,Discount-Dependent,19,1,434.11,5,2,2,9,0.0,0.0,0,1,2,10,,bundle_discount,low
CUST01241,Need Attention,38,1,185.08,4,2,1,7,0.0,0.0,0,1,0,9,,bundle_discount,medium
CUST01242,Champions,29,5,6982.41,4,5,5,14,0.0,0.0,1,4,2,0,Gold,bundle_discount,medium
CUST01243,Loyal Customers,74,2,1074.6100000000001,3,4,3,10,0.0,0.0,0,1,0,8,,free_shipping,medium
CUST01244,High-Value but Unhappy,34,2,2233.4,4,4,5,13,0.0,1.0,1,2,0,7,Gold,none,medium
CUST01245,Dormant,255,0,0.0,1,1,1,3,0.0,0.0,0,0,0,2,,new_launch,high
CUST01246,Dormant,262,0,0.0,1,1,1,3,0.0,0.0,0,0,3,1,Silver,none,high
CUST01247,High-Value but Unhappy,3,1,1439.66,5,2,4,11,0.0,1.0,1,1,2,12,,none,medium
CUST01248,At-Risk High-Value,103,1,1386.38,2,2,4,8,0.0,0.0,0,1,1,5,,free_shipping,high
CUST01249,Loyal Customers,57,4,2733.47,3,5,5,13,0.0,0.0,0,3,4,12,Platinum,none,medium
CUST01250,Dormant,175,1,612.27,1,2,2,5,0.0,0.0,0,1,2,0,Silver,bundle_discount,high
CUST01251,Discount-Dependent,52,1,420.63,3,2,2,7,0.0,0.0,0,1,1,3,,none,medium
CUST01252,Champions,38,2,2038.9299999999998,4,4,5,13,0.0,0.0,0,2,0,1,Gold,free_shipping,medium
CUST01253,At-Risk High-Value,99,2,2035.62,2,4,5,11,0.0,0.0,0,2,1,13,,bundle_discount,high
CUST01254,High-Value but Unhappy,76,2,2465.71,3,4,5,12,0.0,1.0,1,1,0,3,Silver,new_launch,high
CUST01255,High-Value but Unhappy,78,1,2060.75,3,2,5,10,0.0,1.0,1,1,0,8,,new_launch,high
CUST01256,Dormant,286,0,0.0,1,1,1,3,0.0,0.0,0,0,1,3,,new_launch,high
CUST01257,Loyal Customers,27,2,765.27,4,4,3,11,0.5,1.0,1,1,0,4,Silver,welcome_offer,medium
CUST01258,Dormant,250,0,0.0,1,1,1,3,0.0,0.0,0,0,0,7,Silver,new_launch,high
CUST01259,At-Risk High-Value,94,1,694.35,2,2,3,7,1.0,1.0,1,1,0,0,Silver,bundle_discount,high
CUST01260,Need Attention,9,1,913.67,5,2,3,10,0.0,0.0,0,1,0,4,,new_launch,low
CUST01261,Need Attention,18,1,345.05,5,2,1,8,0.0,0.0,0,1,0,1,Gold,free_shipping,high
CUST01262,Discount-Dependent,25,1,195.09,4,2,1,7,0.0,0.0,0,1,2,11,Silver,welcome_offer,low
CUST01263,Champions,32,4,2970.8,4,5,5,14,0.25,0.0,1,2,1,5,Platinum,new_launch,medium
CUST01264,Discount-Dependent,51,1,2114.74,3,2,5,10,0.0,0.0,0,1,1,6,Silver,welcome_offer,medium
CUST01265,Champions,15,2,1398.17,5,4,4,13,0.0,0.0,0,2,0,12,Silver,free_shipping,low
CUST01266,Loyal Customers,51,3,2447.06,3,5,5,13,0.0,0.0,0,3,0,8,,welcome_offer,medium
CUST01267,Loyal Customers,58,2,769.5699999999999,3,4,3,10,0.0,1.0,1,1,1,2,Silver,new_launch,medium
CUST01268,Need Attention,19,1,471.22,5,2,2,9,1.0,1.0,1,1,2,5,,new_launch,medium
CUST01269,Need Attention,57,1,534.09,3,2,2,7,0.0,0.0,0,1,1,4,,none,medium
CUST01270,Discount-Dependent,57,1,309.87,3,2,1,6,0.0,1.0,1,1,0,4,,free_shipping,medium
CUST01271,Discount-Dependent,12,1,529.98,5,2,2,9,0.0,0.0,0,1,0,8,,free_shipping,low
CUST01272,Need Attention,44,1,1860.0,4,2,4,10,0.0,0.0,0,1,0,1,,bundle_discount,high
CUST01273,At-Risk High-Value,149,1,1219.74,1,2,4,7,0.0,0.0,0,1,0,1,,new_launch,high
CUST01274,Loyal Customers,25,2,802.94,4,4,3,11,0.0,0.0,0,1,0,15,Gold,free_shipping,low
CUST01275,Champions,34,3,2647.93,4,5,5,14,0.0,0.0,0,3,2,14,,free_shipping,low
CUST01276,Dormant,120,1,412.12,2,2,2,6,0.0,0.0,0,1,0,3,Silver,bundle_discount,high
CUST01277,At-Risk High-Value,99,1,732.91,2,2,3,7,0.0,0.0,0,1,2,6,,bundle_discount,high
CUST01278,Loyal Customers,65,2,791.53,3,4,3,10,0.0,0.0,0,2,0,1,Silver,free_shipping,medium
CUST01279,High-Value but Unhappy,101,1,1494.42,2,2,4,8,1.0,0.0,0,1,1,3,Silver,free_shipping,high
CUST01280,Champions,35,4,3888.23,4,5,5,14,0.0,0.0,0,4,0,5,Silver,none,low
CUST01281,Dormant,215,0,0.0,1,1,1,3,0.0,0.0,0,0,0,4,,new_launch,high
CUST01282,Need Attention,78,1,499.65,3,2,2,7,0.0,0.0,1,1,0,5,Silver,welcome_offer,high
CUST01283,High-Value but Unhappy,40,8,5650.74,4,5,5,14,0.125,1.0,1,5,0,7,,welcome_offer,medium
CUST01284,Dormant,192,0,0.0,1,1,1,3,0.0,0.0,0,0,0,1,,none,high
CUST01285,At-Risk High-Value,124,2,938.91,2,4,3,9,0.0,0.0,0,1,0,3,,none,high
CUST01286,Dormant,226,0,0.0,1,1,1,3,0.0,0.0,0,0,0,2,Platinum,free_shipping,high
CUST01287,At-Risk High-Value,89,2,1153.33,2,4,3,9,0.0,0.0,0,2,0,3,,welcome_offer,high
CUST01288,Dormant,132,1,486.14,2,2,2,6,0.0,0.0,0,1,0,0,,bundle_discount,high
CUST01289,Need Attention,3,1,742.76,5,2,3,10,0.0,0.0,0,1,2,9,Gold,welcome_offer,low
CUST01290,Loyal Customers,53,2,1164.42,3,4,3,10,0.0,0.0,0,2,0,9,,none,medium
CUST01291,Dormant,193,0,0.0,1,1,1,3,0.0,0.0,0,0,0,3,,new_launch,high
CUST01292,Champions,41,2,2412.52,4,4,5,13,0.0,0.0,0,1,0,3,Silver,none,medium
CUST01293,Loyal Customers,15,2,866.63,5,4,3,12,0.0,0.0,0,1,0,0,Gold,bundle_discount,low
CUST01294,Discount-Dependent,3,1,750.26,5,2,3,10,0.0,0.0,0,1,0,9,Silver,free_shipping,low
CUST01295,At-Risk High-Value,121,3,11655.31,2,5,5,12,0.333,0.0,0,2,0,11,Platinum,free_shipping,high
CUST01296,Discount-Dependent,16,1,416.31,5,2,2,9,0.0,0.0,0,1,0,2,,free_shipping,low
CUST01297,High-Value but Unhappy,2,4,1798.5700000000002,5,5,4,14,0.0,1.0,1,3,0,6,Silver,welcome_offer,medium
CUST01298,Dormant,329,0,0.0,1,1,1,3,0.0,0.0,0,0,0,0,,new_launch,high
CUST01299,At-Risk High-Value,171,1,840.54,1,2,3,6,0.0,0.0,0,1,0,8,,none,high
CUST01300,Champions,46,4,1939.2,4,5,5,14,0.0,0.0,1,3,0,10,,none,medium
CUST01301,Loyal Customers,85,2,884.5699999999999,3,4,3,10,0.0,0.0,0,1,0,4,,free_shipping,high
CUST01302,Champions,1,5,3420.38,5,5,5,15,0.0,0.0,0,2,2,8,,free_shipping,low
CUST01303,Need Attention,20,1,844.74,5,2,3,10,0.0,0.0,1,1,0,3,,none,medium
CUST01304,Loyal Customers,27,2,1145.58,4,4,3,11,0.0,0.0,0,1,0,8,Silver,free_shipping,low
CUST01305,Discount-Dependent,50,1,311.4,3,2,1,6,0.0,0.0,0,1,0,8,Silver,bundle_discount,medium
CUST01306,Loyal Customers,54,2,3337.79,3,4,5,12,0.0,0.0,0,1,2,2,,free_shipping,medium
CUST01307,Dormant,234,0,0.0,1,1,1,3,0.0,0.0,0,0,2,4,,none,high
CUST01308,Dormant,119,1,380.96,2,2,2,6,0.0,0.0,0,1,1,5,Silver,welcome_offer,high
CUST01309,Loyal Customers,73,3,1704.79,3,5,4,12,0.0,0.0,0,3,0,2,,welcome_offer,medium
CUST01310,At-Risk High-Value,139,2,1213.35,2,4,4,10,0.0,0.0,0,2,1,8,,bundle_discount,high
CUST01311,Loyal Customers,43,2,1069.71,4,4,3,11,0.0,0.0,0,2,0,1,,bundle_discount,medium
CUST01312,Champions,14,2,1611.51,5,4,4,13,0.0,0.0,0,2,0,5,Silver,bundle_discount,low
CUST01313,Champions,4,2,1457.6799999999998,5,4,4,13,0.0,0.0,0,1,0,6,,welcome_offer,low
CUST01314,Loyal Customers,1,2,1066.73,5,4,3,12,0.0,0.0,0,2,0,5,,new_launch,low
CUST01315,Dormant,222,0,0.0,1,1,1,3,0.0,0.0,0,0,0,1,,new_launch,high
CUST01316,Dormant,120,1,407.44,2,2,2,6,0.0,0.0,0,1,2,13,,welcome_offer,high
CUST01317,Dormant,256,0,0.0,1,1,1,3,0.0,0.0,0,0,0,1,Silver,none,high
CUST01318,Dormant,130,1,396.5,2,2,2,6,0.0,0.0,0,1,1,2,Silver,bundle_discount,high
CUST01319,Dormant,111,1,336.29,2,2,1,5,0.0,0.0,0,1,1,10,,welcome_offer,high
CUST01320,Dormant,150,1,500.0,1,2,2,5,0.0,0.0,0,1,1,6,,new_launch,high
CUST01321,At-Risk High-Value,99,4,1356.27,2,5,4,11,0.0,0.0,0,3,2,12,,free_shipping,high
CUST01322,Dormant,96,1,564.8,2,2,2,6,0.0,0.0,0,1,0,2,,none,high
CUST01323,Dormant,276,0,0.0,1,1,1,3,0.0,0.0,0,0,0,3,,new_launch,high
CUST01324,Dormant,227,0,0.0,1,1,1,3,0.0,0.0,0,0,1,1,,free_shipping,high
CUST01325,Dormant,186,0,0.0,1,1,1,3,0.0,0.0,0,0,0,1,,free_shipping,high
CUST01326,At-Risk High-Value,131,1,1411.39,2,2,4,8,0.0,0.0,0,1,0,3,,none,high
CUST01327,Loyal Customers,83,3,3429.24,3,5,5,13,0.0,0.0,0,2,2,10,,new_launch,high
CUST01328,Loyal Customers,54,2,2001.3,3,4,5,12,0.0,0.0,0,1,0,5,Silver,new_launch,medium
CUST01329,Loyal Customers,61,3,1252.03,3,5,4,12,0.333,0.0,0,3,0,5,Silver,welcome_offer,medium
CUST01330,Champions,3,3,2794.39,5,5,5,15,0.0,0.0,0,2,0,6,,none,low
CUST01331,Champions,14,3,1877.4899999999998,5,5,4,14,0.0,0.0,1,3,1,10,,none,medium
CUST01332,Champions,17,4,3364.3,5,5,5,15,0.0,0.0,0,2,0,7,Gold,new_launch,low
CUST01333,Need Attention,47,1,420.65,3,2,2,7,0.0,0.0,0,1,1,2,,free_shipping,medium
CUST01334,At-Risk High-Value,160,1,976.5,1,2,3,6,0.0,0.0,0,1,0,1,,welcome_offer,high
CUST01335,High-Value but Unhappy,75,2,2371.6000000000004,3,4,5,12,0.0,1.0,1,2,0,6,Platinum,bundle_discount,medium
CUST01336,Loyal Customers,1,2,910.6700000000001,5,4,3,12,0.0,0.0,0,2,0,0,Gold,welcome_offer,low
CUST01337,Discount-Dependent,49,1,793.95,3,2,3,8,0.0,0.0,0,1,1,14,,free_shipping,medium
CUST01338,Discount-Dependent,7,1,232.88,5,2,1,8,1.0,1.0,1,1,0,14,,bundle_discount,medium
CUST01339,Dormant,162,1,450.33,1,2,2,5,0.0,0.0,0,1,0,3,Gold,bundle_discount,high
CUST01340,Need Attention,76,1,624.33,3,2,2,7,0.0,0.0,0,1,0,5,,bundle_discount,high
CUST01341,Need Attention,38,1,395.13,4,2,2,8,0.0,0.0,0,1,0,5,,new_launch,medium
CUST01342,Loyal Customers,84,2,1049.9,3,4,3,10,0.0,0.0,0,2,0,10,,welcome_offer,high
CUST01343,Loyal Customers,4,3,1079.78,5,5,3,13,0.0,0.0,0,3,0,3,,bundle_discount,low
CUST01344,Dormant,395,0,0.0,1,1,1,3,0.0,0.0,0,0,0,3,,bundle_discount,high
CUST01345,Need Attention,38,1,2465.11,4,2,5,11,0.0,0.0,0,1,0,7,,bundle_discount,medium
CUST01346,Champions,38,3,2127.53,4,5,5,14,0.0,0.0,0,2,1,5,Silver,bundle_discount,medium
CUST01347,Dormant,128,1,316.63,2,2,1,5,0.0,0.0,0,1,0,3,,none,high
CUST01348,Dormant,140,1,659.62,2,2,2,6,0.0,0.0,0,1,0,3,Silver,welcome_offer,high
CUST01349,Loyal Customers,83,2,2446.67,3,4,5,12,0.0,0.0,0,2,2,0,,bundle_discount,high
CUST01350,Dormant,190,0,0.0,1,1,1,3,0.0,0.0,0,0,0,1,Gold,none,high
CUST01351,Discount-Dependent,30,1,542.87,4,2,2,8,1.0,1.0,1,1,0,7,,new_launch,medium
CUST01352,At-Risk High-Value,123,2,900.07,2,4,3,9,0.5,0.0,0,2,0,1,,free_shipping,high
CUST01353,Need Attention,73,1,597.26,3,2,2,7,0.0,1.0,1,1,1,1,,free_shipping,high
CUST01354,Loyal Customers,2,2,1041.99,5,4,3,12,0.0,0.0,1,2,0,10,Platinum,free_shipping,medium
CUST01355,Dormant,88,1,547.04,2,2,2,6,0.0,0.0,0,1,0,2,Silver,welcome_offer,high
CUST01356,Need Attention,42,1,287.51,4,2,1,7,0.0,1.0,1,1,0,0,,bundle_discount,high
CUST01357,Dormant,126,1,230.99,2,2,1,5,0.0,0.0,0,1,0,2,,new_launch,high
CUST01358,Discount-Dependent,18,1,862.52,5,2,3,10,0.0,0.0,0,1,3,14,,free_shipping,low
CUST01359,At-Risk High-Value,106,2,1016.94,2,4,3,9,0.0,0.0,0,2,1,3,,new_launch,high
CUST01360,Dormant,160,1,306.65,1,2,1,4,0.0,0.0,0,1,2,6,Silver,bundle_discount,high
CUST01361,Need Attention,5,1,805.77,5,2,3,10,0.0,0.0,0,1,0,6,,new_launch,low
CUST01362,Discount-Dependent,80,1,378.18,3,2,2,7,0.0,0.0,0,1,1,16,Silver,free_shipping,high
CUST01363,Need Attention,83,1,454.39,3,2,2,7,0.0,0.0,0,1,2,7,Gold,free_shipping,high
CUST01364,At-Risk High-Value,148,1,1261.0,1,2,4,7,0.0,0.0,0,1,0,3,Silver,new_launch,high
CUST01365,Dormant,247,0,0.0,1,1,1,3,0.0,0.0,0,0,0,1,,free_shipping,high
CUST01366,Dormant,98,1,149.0,2,2,1,5,0.0,0.0,0,1,0,4,Gold,welcome_offer,high
CUST01367,Need Attention,56,1,363.62,3,2,1,6,0.0,1.0,1,1,1,8,Silver,bundle_discount,medium
CUST01368,Dormant,308,0,0.0,1,1,1,3,0.0,0.0,0,0,3,8,,none,high
CUST01369,Need Attention,24,1,477.43,4,2,2,8,1.0,1.0,1,1,2,10,Silver,bundle_discount,medium
CUST01370,At-Risk High-Value,161,2,1246.04,1,4,4,9,0.0,0.0,0,2,0,2,,none,high
CUST01371,High-Value but Unhappy,8,2,2334.49,5,4,5,14,0.0,1.0,1,1,0,6,,none,medium
CUST01372,Need Attention,71,1,366.8,3,2,1,6,1.0,0.0,1,1,0,5,Silver,welcome_offer,medium
CUST01373,Discount-Dependent,45,1,291.54,4,2,1,7,0.0,0.0,0,1,0,4,,new_launch,medium
CUST01374,Dormant,88,1,282.0,2,2,1,5,0.0,0.0,0,1,0,5,,free_shipping,high
CUST01375,Loyal Customers,64,2,1131.6399999999999,3,4,3,10,0.0,0.0,0,1,3,4,Silver,none,medium
CUST01376,Need Attention,34,1,541.57,4,2,2,8,0.0,0.0,0,1,0,6,,none,low
CUST01377,Discount-Dependent,9,1,387.27,5,2,2,9,0.0,1.0,1,1,0,10,,free_shipping,medium
CUST01378,Dormant,117,1,348.74,2,2,1,5,0.0,0.0,0,1,0,14,,new_launch,high
CUST01379,Dormant,186,0,0.0,1,1,1,3,0.0,0.0,0,0,1,6,Silver,welcome_offer,high
CUST01380,Loyal Customers,44,2,729.75,4,4,3,11,0.0,0.0,0,1,1,1,,new_launch,medium
CUST01381,Champions,2,6,4149.83,5,5,5,15,0.0,0.0,0,4,3,11,Gold,none,low
CUST01382,Loyal Customers,4,2,987.3699999999999,5,4,3,12,0.5,1.0,1,2,1,5,,none,medium
CUST01383,High-Value but Unhappy,13,3,1697.28,5,5,4,14,0.0,1.0,1,2,0,14,Silver,welcome_offer,medium
CUST01384,At-Risk High-Value,145,2,3420.26,2,4,5,11,0.5,0.0,0,2,0,5,,none,high
CUST01385,High-Value but Unhappy,0,3,1753.8400000000001,5,5,4,14,0.333,1.0,1,3,4,10,,free_shipping,medium
CUST01386,High-Value but Unhappy,14,4,5346.15,5,5,5,15,0.25,1.0,1,3,0,5,Gold,welcome_offer,medium
CUST01387,At-Risk High-Value,128,1,785.68,2,2,3,7,0.0,0.0,0,1,0,2,,none,high
CUST01388,Need Attention,70,1,2996.98,3,2,5,10,0.0,0.0,0,1,0,1,,none,high
CUST01389,Loyal Customers,70,2,1396.8200000000002,3,4,4,11,0.0,0.0,0,2,2,5,,free_shipping,medium
CUST01390,Champions,9,2,1232.27,5,4,4,13,0.0,0.0,0,2,1,11,,new_launch,low
CUST01391,At-Risk High-Value,94,1,972.01,2,2,3,7,0.0,0.0,0,1,1,11,,welcome_offer,high
CUST01392,Need Attention,16,1,1415.53,5,2,4,11,0.0,0.0,0,1,1,2,,welcome_offer,low
CUST01393,Need Attention,85,1,493.02,3,2,2,7,0.0,0.0,0,1,1,0,,free_shipping,high
CUST01394,Champions,16,2,1313.81,5,4,4,13,0.0,0.0,0,2,1,15,,bundle_discount,low
CUST01395,Champions,32,4,3708.11,4,5,5,14,0.0,0.0,0,4,0,4,,none,low
CUST01396,At-Risk High-Value,127,1,826.44,2,2,3,7,0.0,0.0,0,1,0,2,,none,high
CUST01397,Champions,4,4,4264.139999999999,5,5,5,15,0.0,0.0,0,4,0,12,,welcome_offer,low
CUST01398,High-Value but Unhappy,57,1,1672.19,3,2,4,9,1.0,1.0,1,1,0,6,,bundle_discount,medium
CUST01399,High-Value but Unhappy,19,4,2045.41,5,5,5,15,0.25,1.0,1,3,1,10,Silver,new_launch,medium
CUST01400,Dormant,134,1,328.61,2,2,1,5,0.0,0.0,0,1,0,1,,new_launch,high
CUST01401,Loyal Customers,75,2,1991.48,3,4,5,12,0.0,0.0,0,2,0,3,,new_launch,medium
CUST01402,Dormant,254,0,0.0,1,1,1,3,0.0,0.0,0,0,2,0,,new_launch,high
CUST01403,Dormant,329,0,0.0,1,1,1,3,0.0,0.0,0,0,0,1,,new_launch,high
CUST01404,Dormant,202,0,0.0,1,1,1,3,0.0,0.0,0,0,1,12,Gold,new_launch,high
CUST01405,At-Risk High-Value,140,1,1013.03,2,2,3,7,0.0,0.0,0,1,0,2,Gold,new_launch,high
CUST01406,Dormant,222,0,0.0,1,1,1,3,0.0,0.0,0,0,0,2,Gold,free_shipping,high
CUST01407,At-Risk High-Value,139,1,709.73,2,2,3,7,0.0,0.0,0,1,0,3,Silver,welcome_offer,high
CUST01408,Dormant,307,0,0.0,1,1,1,3,0.0,0.0,0,0,0,0,Silver,none,high
CUST01409,Loyal Customers,26,3,1087.52,4,5,3,12,0.0,0.0,0,1,0,1,Gold,free_shipping,low
CUST01410,Dormant,146,1,323.2,2,2,1,5,0.0,0.0,0,2,0,11,,bundle_discount,high
CUST01411,Dormant,183,0,0.0,1,1,1,3,0.0,0.0,0,0,0,0,,none,high
CUST01412,Dormant,91,1,348.68,2,2,1,5,0.0,0.0,0,1,0,9,,none,high
CUST01413,Dormant,234,0,0.0,1,1,1,3,0.0,0.0,0,0,0,2,,none,high
CUST01414,Discount-Dependent,30,1,453.66,4,2,2,8,0.0,1.0,1,1,1,10,Silver,new_launch,medium
CUST01415,Need Attention,9,1,509.5,5,2,2,9,0.0,0.0,0,1,0,9,,free_shipping,low
CUST01416,High-Value but Unhappy,50,3,2785.86,3,5,5,13,0.667,0.333,3,3,2,11,Gold,welcome_offer,medium
CUST01417,Dormant,149,1,461.24,1,2,2,5,0.0,0.0,0,1,0,3,,new_launch,high
CUST01418,At-Risk High-Value,176,1,785.78,1,2,3,6,0.0,0.0,0,1,1,10,Gold,free_shipping,high
CUST01419,Need Attention,41,1,1111.02,4,2,3,9,0.0,0.0,0,1,0,1,,welcome_offer,high
CUST01420,Loyal Customers,67,3,2895.9100000000003,3,5,5,13,0.0,0.0,1,3,1,14,,bundle_discount,medium
CUST01421,Need Attention,46,1,1155.37,4,2,3,9,1.0,1.0,1,1,0,16,,bundle_discount,medium
CUST01422,High-Value but Unhappy,58,3,1353.3,3,5,4,12,0.333,1.0,1,2,0,3,Silver,new_launch,medium
CUST01423,Loyal Customers,41,2,840.3499999999999,4,4,3,11,0.0,0.0,0,1,0,5,Silver,welcome_offer,medium
CUST01424,At-Risk High-Value,93,1,2318.97,2,2,5,9,0.0,0.0,0,1,0,3,Gold,bundle_discount,high
CUST01425,Discount-Dependent,48,1,1148.76,3,2,3,8,0.0,0.0,0,1,1,3,Silver,new_launch,medium
CUST01426,Need Attention,24,1,872.32,4,2,3,9,0.0,0.0,0,1,0,8,,none,low
CUST01427,High-Value but Unhappy,5,4,2185.2599999999998,5,5,5,15,0.0,1.0,2,3,2,11,Gold,free_shipping,medium
CUST01428,Discount-Dependent,51,1,888.61,3,2,3,8,1.0,1.0,1,1,1,15,,new_launch,medium
CUST01429,Loyal Customers,53,2,1434.6100000000001,3,4,4,11,0.0,0.0,0,1,2,4,,none,medium
CUST01430,Champions,5,3,2362.84,5,5,5,15,0.333,0.333,3,3,0,11,Silver,new_launch,medium
CUST01431,Need Attention,12,1,903.63,5,2,3,10,1.0,1.0,1,1,1,6,Silver,new_launch,medium
CUST01432,Dormant,102,1,410.51,2,2,2,6,0.0,0.0,0,1,0,2,,welcome_offer,high
CUST01433,At-Risk High-Value,108,2,1057.6399999999999,2,4,3,9,0.5,0.0,0,2,0,8,Gold,new_launch,high
CUST01434,High-Value but Unhappy,5,4,1436.17,5,5,4,14,0.25,1.0,1,3,0,6,,free_shipping,medium
CUST01435,Dormant,186,0,0.0,1,1,1,3,0.0,0.0,0,0,0,0,Gold,welcome_offer,high
CUST01436,Champions,20,2,2235.76,5,4,5,14,0.0,0.0,0,2,1,18,Silver,new_launch,low
CUST01437,Dormant,246,0,0.0,1,1,1,3,0.0,0.0,0,0,0,2,Silver,welcome_offer,high
CUST01438,At-Risk High-Value,157,2,2087.95,1,4,5,10,0.0,0.0,0,2,0,0,,none,high
CUST01439,High-Value but Unhappy,0,3,4431.7,5,5,5,15,0.0,1.0,1,2,0,7,Silver,free_shipping,medium
CUST01440,High-Value but Unhappy,6,2,1407.04,5,4,4,13,0.0,1.0,1,1,0,3,,new_launch,medium
CUST01441,Dormant,322,0,0.0,1,1,1,3,0.0,0.0,0,0,2,1,,welcome_offer,high
